,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Gender_male,Embarked_Q,Embarked_S,fare_class
527,528,0,1,3,0,0,221.7792,1,0,1,4
528,529,0,3,2,0,0,7.925,1,0,1,1
529,530,0,2,2,2,1,11.5,1,0,1,1
530,531,1,2,0,1,1,26.0,0,0,1,2
531,532,0,3,3,0,0,7.2292,1,0,0,0
532,533,0,3,1,1,1,7.2292,1,0,0,0
533,534,1,3,3,0,2,22.3583,0,0,0,2
534,535,0,3,2,0,0,8.6625,0,0,1,1
535,536,1,2,0,0,2,26.25,0,0,1,2
536,537,0,1,2,0,0,26.55,1,0,1,2
537,538,1,1,2,0,0,106.425,0,0,0,4
538,539,0,3,3,0,0,14.5,1,0,1,2
539,540,1,1,2,0,2,49.5,0,0,0,4
540,541,1,1,2,0,2,71.0,0,0,1,4
541,542,0,3,0,4,2,31.275,0,0,1,4
542,543,0,3,0,4,2,31.275,0,0,1,4
543,544,1,2,2,1,0,26.0,1,0,1,2
544,545,0,1,2,1,0,106.425,1,0,0,4
545,546,0,1,3,0,0,26.0,1,0,1,2
546,547,1,2,2,1,0,26.0,0,0,1,2
547,548,1,2,3,0,0,13.8625,1,0,0,1
548,549,0,3,2,1,1,20.525,1,0,1,2
549,550,1,2,0,1,1,36.75,1,0,1,4
550,551,1,1,1,0,2,110.8833,1,0,0,4
551,552,0,2,2,0,0,26.0,1,0,1,2
552,553,0,3,3,0,0,7.8292,1,1,0,0
553,554,1,3,2,0,0,7.225,1,0,0,0
554,555,1,3,2,0,0,7.775,0,0,1,0
555,556,0,1,3,0,0,26.55,1,0,1,2
556,557,1,1,2,1,0,39.6,0,0,0,4
557,558,0,1,3,0,0,227.525,1,0,0,4
558,559,1,1,2,1,1,79.65,0,0,1,4
559,560,1,3,2,1,0,17.4,0,0,1,2
560,561,0,3,3,0,0,7.75,1,1,0,0
561,562,0,3,2,0,0,7.8958,1,0,1,0
562,563,0,2,2,0,0,13.5,1,0,1,1
563,564,0,3,3,0,0,8.05,1,0,1,1
564,565,0,3,3,0,0,8.05,0,0,1,1
565,566,0,3,2,2,0,24.15,1,0,1,2
566,567,0,3,2,0,0,7.8958,1,0,1,0
567,568,0,3,2,0,4,21.075,0,0,1,2
568,569,0,3,3,0,0,7.2292,1,0,0,0
569,570,1,3,2,0,0,7.8542,1,0,1,0
570,571,1,2,3,0,0,10.5,1,0,1,1
571,572,1,1,2,2,0,51.4792,0,0,1,4
572,573,1,1,2,0,0,26.3875,1,0,1,2
573,574,1,3,3,0,0,7.75,0,1,0,0
574,575,0,3,1,0,0,8.05,1,0,1,1
575,576,0,3,2,0,0,14.5,1,0,1,2
576,577,1,2,2,0,0,13.0,0,0,1,1
577,578,1,1,2,1,0,55.9,0,0,1,4
578,579,0,3,3,1,0,14.4583,0,0,0,2
579,580,1,3,2,0,0,7.925,1,0,1,1
580,581,1,2,2,1,1,30.0,0,0,1,2
581,582,1,1,2,1,1,110.8833,0,0,0,4
582,583,0,2,2,0,0,26.0,1,0,1,2
583,584,0,1,2,0,0,40.125,1,0,0,4
584,585,0,3,3,0,0,8.7125,1,0,0,1
585,586,1,1,1,0,2,79.65,0,0,1,4
586,587,0,2,2,0,0,15.0,1,0,1,2
587,588,1,1,3,1,1,79.2,1,0,0,4
588,589,0,3,2,0,0,8.05,1,0,1,1
589,590,0,3,3,0,0,8.05,1,0,1,1
590,591,0,3,2,0,0,7.125,1,0,1,0
591,592,1,1,2,1,0,78.2667,0,0,0,4
592,593,0,3,2,0,0,7.25,1,0,1,0
593,594,0,3,3,0,2,7.75,0,1,0,0
594,595,0,2,2,1,0,26.0,1,0,1,2
595,596,0,3,2,1,1,24.15,1,0,1,2
596,597,1,2,3,0,0,33.0,0,0,1,4
597,598,0,3,2,0,0,0.0,1,0,1,0
598,599,0,3,3,0,0,7.225,1,0,0,0
599,600,1,1,2,1,0,56.9292,1,0,0,4
600,601,1,2,2,2,1,27.0,0,0,1,2
601,602,0,3,3,0,0,7.8958,1,0,1,0
602,603,0,1,3,0,0,42.4,1,0,1,4
603,604,0,3,2,0,0,8.05,1,0,1,1
604,605,1,1,2,0,0,26.55,1,0,0,2
605,606,0,3,2,1,0,15.55,1,0,1,2
606,607,0,3,2,0,0,7.8958,1,0,1,0
607,608,1,1,2,0,0,30.5,1,0,1,2
608,609,1,2,2,1,2,41.5792,0,0,0,4
609,610,1,1,2,0,0,153.4625,0,0,1,4
610,611,0,3,2,1,5,31.275,0,0,1,4
611,612,0,3,3,0,0,7.05,1,0,1,0
612,613,1,3,3,1,0,15.5,0,1,0,2
613,614,0,3,3,0,0,7.75,1,1,0,0
614,615,0,3,2,0,0,8.05,1,0,1,1
615,616,1,2,2,1,2,65.0,0,0,1,4
616,617,0,3,2,1,1,14.4,1,0,1,1
617,618,0,3,2,1,0,16.1,0,0,1,2
618,619,1,2,0,2,1,39.0,0,0,1,4
619,620,0,2,2,0,0,10.5,1,0,1,1
620,621,0,3,2,1,0,14.4542,1,0,0,1
621,622,1,1,2,1,0,52.5542,1,0,1,4
622,623,1,3,2,1,1,15.7417,1,0,0,2
623,624,0,3,2,0,0,7.8542,1,0,1,0
624,625,0,3,2,0,0,16.1,1,0,1,2
625,626,0,1,3,0,0,32.3208,1,0,1,4
626,627,0,2,2,0,0,12.35,1,1,0,1
627,628,1,1,2,0,0,77.9583,0,0,1,4
628,629,0,3,2,0,0,7.8958,1,0,1,0
629,630,0,3,3,0,0,7.7333,1,1,0,0
630,631,1,1,3,0,0,30.0,1,0,1,2
631,632,0,3,2,0,0,7.0542,1,0,1,0
632,633,1,1,2,0,0,30.5,1,0,0,2
633,634,0,1,3,0,0,0.0,1,0,1,0
634,635,0,3,0,3,2,27.9,0,0,1,2
635,636,1,2,2,0,0,13.0,0,0,1,1
636,637,0,3,2,0,0,7.925,1,0,1,1
637,638,0,2,2,1,1,26.25,1,0,1,2
638,639,0,3,2,0,5,39.6875,0,0,1,4
639,640,0,3,3,1,0,16.1,1,0,1,2
640,641,0,3,2,0,0,7.8542,1,0,1,0
641,642,1,1,2,0,0,69.3,0,0,0,4
642,643,0,3,0,3,2,27.9,0,0,1,2
643,644,1,3,3,0,0,56.4958,1,0,1,4
644,645,1,3,0,2,1,19.2583,0,0,0,2
645,646,1,1,2,1,0,76.7292,1,0,0,4
646,647,0,3,2,0,0,7.8958,1,0,1,0
647,648,1,1,2,0,0,35.5,1,0,0,4
648,649,0,3,3,0,0,7.55,1,0,1,0
649,650,1,3,2,0,0,7.55,0,0,1,0
650,651,0,3,3,0,0,7.8958,1,0,1,0
651,652,1,2,1,0,1,23.0,0,0,1,2
652,653,0,3,2,0,0,8.4333,1,0,1,1
653,654,1,3,3,0,0,7.8292,0,1,0,0
654,655,0,3,1,0,0,6.75,0,1,0,0
655,656,0,2,2,2,0,73.5,1,0,1,4
656,657,0,3,3,0,0,7.8958,1,0,1,0
657,658,0,3,2,1,1,15.5,0,1,0,2
658,659,0,2,2,0,0,13.0,1,0,1,1
659,660,0,1,2,0,2,113.275,1,0,0,4
660,661,1,1,2,2,0,133.65,1,0,1,4
661,662,0,3,2,0,0,7.225,1,0,0,0
662,663,0,1,2,0,0,25.5875,1,0,1,2
663,664,0,3,2,0,0,7.4958,1,0,1,0
664,665,1,3,2,1,0,7.925,1,0,1,1
665,666,0,2,2,2,0,73.5,1,0,1,4
666,667,0,2,2,0,0,13.0,1,0,1,1
667,668,0,3,3,0,0,7.775,1,0,1,0
668,669,0,3,2,0,0,8.05,1,0,1,1
669,670,1,1,3,1,0,52.0,0,0,1,4
670,671,1,2,2,1,1,39.0,0,0,1,4
671,672,0,1,2,1,0,52.0,1,0,1,4
672,673,0,2,3,0,0,10.5,1,0,1,1
673,674,1,2,2,0,0,13.0,1,0,1,1
674,675,0,2,3,0,0,0.0,1,0,1,0
675,676,0,3,1,0,0,7.775,1,0,1,0
676,677,0,3,2,0,0,8.05,1,0,1,1
677,678,1,3,1,0,0,9.8417,0,0,1,1
678,679,0,3,2,1,6,46.9,0,0,1,4
679,680,1,1,2,0,1,512.3292,1,0,0,4
680,681,0,3,3,0,0,8.1375,0,1,0,1
681,682,1,1,2,0,0,76.7292,1,0,0,4
682,683,0,3,2,0,0,9.225,1,0,1,1
683,684,0,3,1,5,2,46.9,1,0,1,4
684,685,0,2,3,1,1,39.0,1,0,1,4
685,686,0,2,2,1,2,41.5792,1,0,0,4
686,687,0,3,1,4,1,39.6875,1,0,1,4
687,688,0,3,2,0,0,10.1708,1,0,1,1
688,689,0,3,1,0,0,7.7958,1,0,1,0
689,690,1,1,1,0,1,211.3375,0,0,1,4
690,691,1,1,2,1,0,57.0,1,0,1,4
691,692,1,3,0,0,1,13.4167,0,0,0,1
692,693,1,3,3,0,0,56.4958,1,0,1,4
693,694,0,3,2,0,0,7.225,1,0,0,0
694,695,0,1,3,0,0,26.55,1,0,1,2
695,696,0,2,2,0,0,13.5,1,0,1,1
696,697,0,3,2,0,0,8.05,1,0,1,1
697,698,1,3,3,0,0,7.7333,0,1,0,0
698,699,0,1,2,1,1,110.8833,1,0,0,4
699,700,0,3,2,0,0,7.65,1,0,1,0
700,701,1,1,1,1,0,227.525,0,0,0,4
701,702,1,1,2,0,0,26.2875,1,0,1,2
702,703,0,3,1,0,1,14.4542,0,0,0,1
703,704,0,3,2,0,0,7.7417,1,1,0,0
704,705,0,3,2,1,0,7.8542,1,0,1,0
705,706,0,2,2,0,0,26.0,1,0,1,2
706,707,1,2,2,0,0,13.5,0,0,1,1
707,708,1,1,2,0,0,26.2875,1,0,1,2
708,709,1,1,2,0,0,151.55,0,0,1,4
709,710,1,3,3,1,1,15.2458,1,0,0,2
710,711,1,1,2,0,0,49.5042,0,0,0,4
711,712,0,1,3,0,0,26.55,1,0,1,2
712,713,1,1,2,1,0,52.0,1,0,1,4
713,714,0,3,2,0,0,9.4833,1,0,1,1
714,715,0,2,2,0,0,13.0,1,0,1,1
715,716,0,3,2,0,0,7.65,1,0,1,0
716,717,1,1,2,0,0,227.525,0,0,0,4
717,718,1,2,2,0,0,10.5,0,0,1,1
718,719,0,3,3,0,0,15.5,1,1,0,2
719,720,0,3,2,0,0,7.775,1,0,1,0
720,721,1,2,0,0,1,33.0,0,0,1,4
721,722,0,3,1,1,0,7.0542,1,0,1,0
722,723,0,2,2,0,0,13.0,1,0,1,1
723,724,0,2,2,0,0,13.0,1,0,1,1
724,725,1,1,2,1,0,53.1,1,0,1,4
725,726,0,3,2,0,0,8.6625,1,0,1,1
726,727,1,2,2,3,0,21.0,0,0,1,2
727,728,1,3,3,0,0,7.7375,0,1,0,0
728,729,0,2,2,1,0,26.0,1,0,1,2
729,730,0,3,2,1,0,7.925,0,0,1,1
730,731,1,1,2,0,0,211.3375,0,0,1,4
731,732,0,3,0,0,0,18.7875,1,0,0,2
732,733,0,2,3,0,0,0.0,1,0,1,0
733,734,0,2,2,0,0,13.0,1,0,1,1
734,735,0,2,2,0,0,13.0,1,0,1,1
735,736,0,3,2,0,0,16.1,1,0,1,2
736,737,0,3,2,1,3,34.375,0,0,1,4
737,738,1,1,2,0,0,512.3292,1,0,0,4
738,739,0,3,3,0,0,7.8958,1,0,1,0
739,740,0,3,3,0,0,7.8958,1,0,1,0
740,741,1,1,3,0,0,30.0,1,0,1,2
741,742,0,1,2,1,0,78.85,1,0,1,4
742,743,1,1,2,2,2,262.375,0,0,0,4
743,744,0,3,2,1,0,16.1,1,0,1,2
744,745,1,3,2,0,0,7.925,1,0,1,1
745,746,0,1,3,1,1,71.0,1,0,1,4
746,747,0,3,1,1,1,20.25,1,0,1,2
747,748,1,2,2,0,0,13.0,0,0,1,1
748,749,0,1,2,1,0,53.1,1,0,1,4
749,750,0,3,2,0,0,7.75,1,1,0,0
750,751,1,2,0,1,1,23.0,0,0,1,2
751,752,1,3,0,0,1,12.475,1,0,1,1
752,753,0,3,2,0,0,9.5,1,0,1,1
753,754,0,3,2,0,0,7.8958,1,0,1,0
754,755,1,2,2,1,2,65.0,0,0,1,4
755,756,1,2,0,1,1,14.5,1,0,1,2
756,757,0,3,2,0,0,7.7958,1,0,1,0
757,758,0,2,1,0,0,11.5,1,0,1,1
758,759,0,3,2,0,0,8.05,1,0,1,1
759,760,1,1,2,0,0,86.5,0,0,1,4
760,761,0,3,3,0,0,14.5,1,0,1,2
761,762,0,3,2,0,0,7.125,1,0,1,0
762,763,1,3,2,0,0,7.2292,1,0,0,0
763,764,1,1,2,1,2,120.0,0,0,1,4
764,765,0,3,1,0,0,7.775,1,0,1,0
765,766,1,1,2,1,0,77.9583,0,0,1,4
766,767,0,1,3,0,0,39.6,1,0,0,4
767,768,0,3,2,0,0,7.75,0,1,0,0
768,769,0,3,3,1,0,24.15,1,1,0,2
769,770,0,3,2,0,0,8.3625,1,0,1,1
770,771,0,3,2,0,0,9.5,1,0,1,1
771,772,0,3,2,0,0,7.8542,1,0,1,0
772,773,0,2,2,0,0,10.5,0,0,1,1
773,774,0,3,3,0,0,7.225,1,0,0,0
774,775,1,2,2,1,3,23.0,0,0,1,2
775,776,0,3,1,0,0,7.75,1,0,1,0
776,777,0,3,3,0,0,7.75,1,1,0,0
777,778,1,3,0,0,0,12.475,0,0,1,1
778,779,0,3,3,0,0,7.7375,1,1,0,0
779,780,1,1,2,0,1,211.3375,0,0,1,4
780,781,1,3,1,0,0,7.2292,0,0,0,0
781,782,1,1,1,1,0,57.0,0,0,1,4
782,783,0,1,2,0,0,30.0,1,0,1,2
783,784,0,3,3,1,2,23.45,1,0,1,2
784,785,0,3,2,0,0,7.05,1,0,1,0
785,786,0,3,2,0,0,7.25,1,0,1,0
786,787,1,3,1,0,0,7.4958,0,0,1,0
787,788,0,3,0,4,1,29.125,1,1,0,2
788,789,1,3,0,1,2,20.575,1,0,1,2
789,790,0,1,2,0,0,79.2,1,0,0,4
790,791,0,3,3,0,0,7.75,1,1,0,0
791,792,0,2,1,0,0,26.0,1,0,1,2
792,793,0,3,3,8,2,69.55,0,0,1,4
793,794,0,1,3,0,0,30.6958,1,0,0,2
794,795,0,3,2,0,0,7.8958,1,0,1,0
795,796,0,2,2,0,0,13.0,1,0,1,1
796,797,1,1,2,0,0,25.9292,0,0,1,2
797,798,1,3,2,0,0,8.6833,0,0,1,1
798,799,0,3,2,0,0,7.2292,1,0,0,0
799,800,0,3,2,1,1,24.15,0,0,1,2
800,801,0,2,2,0,0,13.0,1,0,1,1
801,802,1,2,2,1,1,26.25,0,0,1,2
802,803,1,1,0,1,2,120.0,1,0,1,4
803,804,1,3,0,0,1,8.5167,1,0,0,1
804,805,1,3,2,0,0,6.975,1,0,1,0
805,806,0,3,2,0,0,7.775,1,0,1,0
806,807,0,1,2,0,0,0.0,1,0,1,0
807,808,0,3,1,0,0,7.775,0,0,1,0
808,809,0,2,2,0,0,13.0,1,0,1,1
809,810,1,1,2,1,0,53.1,0,0,1,4
810,811,0,3,2,0,0,7.8875,1,0,1,0
811,812,0,3,2,0,0,24.15,1,0,1,2
812,813,0,2,2,0,0,10.5,1,0,1,1
813,814,0,3,0,4,2,31.275,0,0,1,4
814,815,0,3,2,0,0,8.05,1,0,1,1
815,816,0,1,3,0,0,0.0,1,0,1,0
816,817,0,3,2,0,0,7.925,0,0,1,1
817,818,0,2,2,1,1,37.0042,1,0,0,4
818,819,0,3,2,0,0,6.45,1,0,1,0
819,820,0,3,0,3,2,27.9,1,0,1,2
820,821,1,1,2,1,1,93.5,0,0,1,4
821,822,1,3,2,0,0,8.6625,1,0,1,1
822,823,0,1,2,0,0,0.0,1,0,1,0
823,824,1,3,2,0,1,12.475,0,0,1,1
824,825,0,3,0,4,1,39.6875,1,0,1,4
825,826,0,3,3,0,0,6.95,1,1,0,0
826,827,0,3,3,0,0,56.4958,1,0,1,4
827,828,1,2,0,0,2,37.0042,1,0,0,4
828,829,1,3,3,0,0,7.75,1,1,0,0
829,830,1,1,3,0,0,80.0,0,0,0,4
830,831,1,3,1,1,0,14.4542,0,0,0,1
831,832,1,2,0,1,1,18.75,1,0,1,2
832,833,0,3,3,0,0,7.2292,1,0,0,0
833,834,0,3,2,0,0,7.8542,1,0,1,0
834,835,0,3,1,0,0,8.3,1,0,1,1
835,836,1,1,2,1,1,83.1583,0,0,0,4
836,837,0,3,2,0,0,8.6625,1,0,1,1
837,838,0,3,3,0,0,8.05,1,0,1,1
838,839,1,3,2,0,0,56.4958,1,0,1,4
839,840,1,1,3,0,0,29.7,1,0,0,2
840,841,0,3,2,0,0,7.925,1,0,1,1
841,842,0,2,1,0,0,10.5,1,0,1,1
842,843,1,1,2,0,0,31.0,0,0,0,2
843,844,0,3,2,0,0,6.4375,1,0,0,0
844,845,0,3,1,0,0,8.6625,1,0,1,1
845,846,0,3,2,0,0,7.55,1,0,1,0
846,847,0,3,3,8,2,69.55,1,0,1,4
847,848,0,3,2,0,0,7.8958,1,0,0,0
848,849,0,2,2,0,1,33.0,1,0,1,4
849,850,1,1,3,1,0,89.1042,0,0,0,4
850,851,0,3,0,4,2,31.275,1,0,1,4
851,852,0,3,3,0,0,7.775,1,0,1,0
852,853,0,3,0,1,1,15.2458,0,0,0,2
853,854,1,1,1,0,1,39.4,0,0,1,4
854,855,0,2,2,1,0,26.0,0,0,1,2
855,856,1,3,1,0,1,9.35,0,0,1,1
856,857,1,1,2,1,1,164.8667,0,0,1,4
857,858,1,1,2,0,0,26.55,1,0,1,2
858,859,1,3,2,0,3,19.2583,0,0,0,2
859,860,0,3,3,0,0,7.2292,1,0,0,0
860,861,0,3,2,2,0,14.1083,1,0,1,1
861,862,0,2,2,1,0,11.5,1,0,1,1
862,863,1,1,2,0,0,25.9292,0,0,1,2
863,864,0,3,3,8,2,69.55,0,0,1,4
864,865,0,2,2,0,0,13.0,1,0,1,1
865,866,1,2,2,0,0,13.0,0,0,1,1
866,867,1,2,2,1,0,13.8583,0,0,0,1
867,868,0,1,2,0,0,50.4958,1,0,1,4
868,869,0,3,3,0,0,9.5,1,0,1,1
869,870,1,3,0,1,1,11.1333,1,0,1,1
870,871,0,3,2,0,0,7.8958,1,0,1,0
871,872,1,1,2,1,1,52.5542,0,0,1,4
872,873,0,1,2,0,0,5.0,1,0,1,0
873,874,0,3,2,0,0,9.0,1,0,1,1
874,875,1,2,2,1,0,24.0,0,0,0,2
875,876,1,3,1,0,0,7.225,0,0,0,0
876,877,0,3,2,0,0,9.8458,1,0,1,1
877,878,0,3,2,0,0,7.8958,1,0,1,0
878,879,0,3,3,0,0,7.8958,1,0,1,0
879,880,1,1,2,0,1,83.1583,0,0,0,4
880,881,1,2,2,0,1,26.0,0,0,1,2
881,882,0,3,2,0,0,7.8958,1,0,1,0
882,883,0,3,2,0,0,10.5167,0,0,1,1
883,884,0,2,2,0,0,10.5,1,0,1,1
884,885,0,3,2,0,0,7.05,1,0,1,0
885,886,0,3,2,0,5,29.125,0,1,0,2
886,887,0,2,2,0,0,13.0,1,0,1,1
887,888,1,1,2,0,0,30.0,0,0,1,2
888,889,0,3,3,1,2,23.45,0,0,1,2
889,890,1,1,2,0,0,30.0,1,0,0,2
890,891,0,3,2,0,0,7.75,1,1,0,0
